instrumento,mercado,periodo,tipo_calificacion,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,monto,es_oficial
BCU-2025,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8384924,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2024-Q1,Mixto,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,5661519,false
BCP-2029,Bolsa de Santiago,2024-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9231187,true
BCP-2032,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8728862,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3997430,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q1,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,10997935,true
ENEL AMERICAS,Bolsa de Santiago,2023-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4330386,true
BONO FALABELLA 2028,Bolsa de Santiago,2022-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,2015248,true
SQM-B,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3604974,true
BTU-2024,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2448940,true
BONO ENEX 2027,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2859671,true
BONO SANTANDER 2027,Bolsa de Santiago,2023-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,2199155,true
SECURITY,Bolsa de Santiago,2022-Q2,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,546159,true
BCI AM BALANCEADO,Bolsa Electrónica,2023-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,10681977,true
BONO ENDESA 2029,Bolsa de Santiago,2024-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,6498798,true
BCU-2029,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8148146,true
BTU-2024,Bolsa de Santiago,2022-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3662587,true
BCI AM DEUDA,Bolsa Electrónica,2021-Q1,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,9939618,false
BONO SQM 2028,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7929716,true
BCP-2027,Bolsa de Santiago,2023-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7362363,true
BONO ENDESA 2029,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7009887,true
BONO ENTEL 2027,Bolsa de Santiago,2024-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,3146026,true
BCI AM BALANCEADO,Bolsa Electrónica,2024-Q4,Mixto,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,11439831,false
BANCO BCI,Bolsa de Santiago,2022-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3022839,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3317937,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2022-Q2,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,8597244,false
PARAUCO,Bolsa de Santiago,2022-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,771997,true
BCP-2032,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7367206,true
BCU-2025,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9223436,true
IANSA,Bolsa de Santiago,2022-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3467802,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2021-Q1,Mixto,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,7763657,true
BONO ENDESA 2029,Bolsa de Santiago,2021-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,5926205,true
BONO BCI 2029,Bolsa de Santiago,2023-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,1167806,true
BONO ENDESA 2029,Bolsa de Santiago,2024-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,2526572,true
BONO ENTEL 2027,Bolsa de Santiago,2023-Q3,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,2277014,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2021-Q3,Mixto,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,2102357,false
BCU-2027,Bolsa de Santiago,2023-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,6967916,true
SECURITY,Bolsa de Santiago,2021-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1338465,true
BONO BCI 2029,Bolsa de Santiago,2022-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,7310385,true
BCI AM DEUDA,Bolsa Electrónica,2022-Q2,Mixto,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,8133627,false
BONO ENEX 2027,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1906675,true
BONO COPEC 2029,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6912420,true
BCU-2026,Bolsa de Santiago,2021-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5470860,true
ANDINA-B,Bolsa de Santiago,2024-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2816534,true
ENEL AMERICAS,Bolsa de Santiago,2022-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2224812,true
BONO ESVAL 2027,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2038622,true
VAPORES,Bolsa de Santiago,2021-Q4,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,2913789,true
BONO FALABELLA 2028,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6842257,true
BONO SQM 2028,Bolsa de Santiago,2023-Q1,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,1532562,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2024-Q2,Ganancia Capital,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,2629048,false
BCP-2030,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8531873,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2021-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4737151,true
BANCO BCI,Bolsa de Santiago,2024-Q1,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,3841322,true
BCP-2030,Bolsa de Santiago,2021-Q3,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,8936743,true
SECURITY AM ACCIONES,Bolsa Electrónica,2023-Q2,Ganancia Capital,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,7153343,false
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2022-Q3,Mixto,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,4520758,false
BANCHILE RENTA FIJA,Bolsa Electrónica,2023-Q4,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,2265461,true
BONO COLBUN 2028,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2730719,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2023-Q4,Ganancia Capital,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,9819421,true
BCU-2026,Bolsa de Santiago,2022-Q2,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,5494906,true
CCU,Bolsa de Santiago,2022-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,595200,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2024-Q1,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3824706,false
BCP-2030,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5903129,true
BCP-2027,Bolsa de Santiago,2022-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2293901,true
BONO CMPC 2026,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7385896,true
BCP-2031,Bolsa de Santiago,2021-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6747622,true
BANCO DE CHILE,Bolsa de Santiago,2023-Q4,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.06,0.06,0.06,0.06,1035909,true
BONO ESVAL 2027,Bolsa de Santiago,2023-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7784887,true
BCP-2027,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3188175,true
BCP-2031,Bolsa de Santiago,2023-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5709622,true
BCU-2025,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9708272,true
BONO BANCO CHILE 2028,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2265427,true
BCP-2025,Bolsa de Santiago,2022-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4683349,true
BCU-2024,Bolsa de Santiago,2024-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9657365,true
VAPORES,Bolsa de Santiago,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2995722,true
BONO ENEX 2027,Bolsa de Santiago,2023-Q2,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,3756878,true
BCP-2026,Bolsa de Santiago,2023-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,5263622,true
CENCOSUD,Bolsa de Santiago,2022-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3238981,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2024-Q3,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3668973,true
FONDO MUTUO AFP CAPITAL,Bolsa Electrónica,2024-Q3,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5575084,true
BONO FALABELLA 2028,Bolsa de Santiago,2024-Q4,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,6693289,true
BONO COPEC 2029,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4797031,true
BONO CMPC 2026,Bolsa de Santiago,2021-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,3145429,true
BCP-2026,Bolsa de Santiago,2024-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6302483,true
IANSA,Bolsa de Santiago,2022-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2951890,true
BCI AM DEUDA,Bolsa Electrónica,2023-Q3,Ganancia Capital,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8850027,false
BANCHILE RENTA FIJA,Bolsa Electrónica,2021-Q3,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3708446,false
PRINCIPAL BONOS,Bolsa Electrónica,2021-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11156621,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2021-Q2,Ganancia Capital,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11711887,false
BCU-2025,Bolsa de Santiago,2022-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6961391,true
BCP-2028,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,8547684,true
SECURITY AM BONOS,Bolsa Electrónica,2021-Q4,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,6994737,false
COPEC,Bolsa de Santiago,2024-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,524829,true
BONO CMPC 2026,Bolsa de Santiago,2024-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,6146097,true
BCP-2026,Bolsa de Santiago,2024-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,8459656,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2023-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4527981,false
BONO ENTEL 2027,Bolsa de Santiago,2023-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,5598599,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2022-Q3,Dividendos,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,7571281,false
BONO ESVAL 2027,Bolsa de Santiago,2024-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4524493,true
BONO ENDESA 2029,Bolsa de Santiago,2021-Q1,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7268843,true
ENDESA,Bolsa de Santiago,2021-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,682212,true
BONO COPEC 2029,Bolsa de Santiago,2021-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4394516,true
BONO COLBUN 2028,Bolsa de Santiago,2024-Q4,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2979350,true
BONO BCI 2029,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7218157,true
ENEL CHILE,Bolsa de Santiago,2022-Q1,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,2781694,true
BANCHILE ACCIONES,Bolsa Electrónica,2022-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7718865,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2024-Q2,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2923826,false
BONO CMPC 2026,Bolsa de Santiago,2024-Q1,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.0,3444570,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2023-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,4388979,true
SANTANDER AM RENTA FIJA,Bolsa Electrónica,2024-Q4,Ganancia Capital,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,5793991,false
BCU-2027,Bolsa de Santiago,2024-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,9965425,true
IANSA,Bolsa de Santiago,2021-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1228288,true
PRINCIPAL BONOS,Bolsa Electrónica,2023-Q3,Mixto,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,5504567,false
BCP-2025,Bolsa de Santiago,2022-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,7382526,true
BANCHILE RENTA FIJA,Bolsa Electrónica,2023-Q4,Ganancia Capital,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,8850556,true
BONO SQM 2028,Bolsa de Santiago,2024-Q4,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,6912606,true
BCU-2025,Bolsa de Santiago,2022-Q3,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4506389,true
BONO BCI 2029,Bolsa de Santiago,2022-Q2,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.05,0.05,1925523,true
BCU-2029,Bolsa de Santiago,2021-Q3,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,2941890,true
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2024-Q3,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,2970950,true
CENCOSUD,Bolsa de Santiago,2022-Q1,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,3803173,true
BCP-2026,Bolsa de Santiago,2024-Q3,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,0.05,0.05,4199100,true
CENCOSUD,Bolsa de Santiago,2023-Q4,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.07,0.07,0.07,0.07,3276835,true
BONO ENEX 2027,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4187504,true
SONDA,Bolsa de Santiago,2022-Q1,Dividendos,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,3375017,true
LARRAIN VIAL ESTRATEGIA,Bolsa Electrónica,2024-Q1,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,11741978,true
BCU-2028,Bolsa de Santiago,2024-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,4285261,true
BONO FALABELLA 2028,Bolsa de Santiago,2022-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5298179,true
BONO BCI 2029,Bolsa de Santiago,2022-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6584414,true
BONO FALABELLA 2028,Bolsa de Santiago,2024-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,6832671,true
ENEL CHILE,Bolsa de Santiago,2023-Q1,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,4981176,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2021-Q2,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,6346233,false
BONO ENEX 2027,Bolsa de Santiago,2023-Q1,Intereses,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.09,0.063,0.063,0.063,2500566,true
FONDO MUTUO AFP PROVIDA,Bolsa Electrónica,2023-Q2,Dividendos,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,11867275,false
FONDO MUTUO AFP CUPRUM,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7644999,true
FONDO MUTUO AFP HABITAT,Bolsa Electrónica,2024-Q1,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4194474,true
BCP-2030,Bolsa de Santiago,2022-Q3,Intereses,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.033,0.033,0.033,9216856,true
BONO SANTANDER 2027,Bolsa de Santiago,2023-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4452287,true
COLBUN,Bolsa de Santiago,2024-Q3,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3987836,true
COLBUN,Bolsa de Santiago,2021-Q4,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4094515,true
BONO SQM 2028,Bolsa de Santiago,2021-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,7964944,true
BONO ENTEL 2027,Bolsa de Santiago,2024-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,5008291,true
BCU-2029,Bolsa de Santiago,2022-Q3,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.078,0.078,0.078,8838945,true
COLBUN,Bolsa de Santiago,2024-Q4,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,1518458,true
BONO AGUAS ANDINAS 2026,Bolsa de Santiago,2021-Q1,Intereses,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.025,0.025,1803687,true
BCP-2027,Bolsa de Santiago,2023-Q2,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,5529872,true
SECURITY AM ACCIONES,Bolsa Electrónica,2024-Q3,Mixto,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,3970519,false
BCI AM DEUDA,Bolsa Electrónica,2023-Q3,Dividendos,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.095,0.048,0.048,0.048,2214257,false
BONO ENEX 2027,Bolsa de Santiago,2023-Q4,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,1761700,true
BCP-2031,Bolsa de Santiago,2021-Q1,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,2826069,true
PRINCIPAL ACCIONES,Bolsa Electrónica,2024-Q1,Mixto,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,2109458,true
COLBUN,Bolsa de Santiago,2022-Q1,Dividendos,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,4240742,true
CENCOSUD,Bolsa de Santiago,2021-Q2,Dividendos,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,4854599,true
BCP-2025,Bolsa de Santiago,2022-Q1,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.08,0.08,0.08,0.08,8328230,true
BCP-2029,Bolsa de Santiago,2022-Q2,Intereses,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.083,0.001,9828658,true
BCU-2026,Bolsa de Santiago,2021-Q4,Intereses,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.085,0.075,0.075,7550478,true
BCP-2031,Bolsa de Santiago,2023-Q3,Intereses,0.05,0.05,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.05,0.05,6767113,true
